pE,pN,combined_gap
7.0,0.1978723404,15.022892329999998
0.05,0.3457446809,71.30400338
0.1978723404,0.3457446809,69.37388521
0.3457446809,0.3457446809,65.37195724
0.4936170213,0.3457446809,61.155622519999994
0.6414893617,0.3457446809,58.95542096
0.7893617021,0.3457446809,56.68621709999999
0.9372340426,0.3457446809,54.34108103
1.085106383,0.3457446809,51.91183898
1.232978723,0.3457446809,49.3887363
1.380851064,0.3457446809,46.759973249999994
1.528723404,0.3457446809,46.759973249999994
1.676595745,0.3457446809,44.011049119999996
1.824468085,0.3457446809,41.123808399999994
1.972340426,0.3457446809,35.48936171
2.120212766,0.3457446809,35.48936171
2.268085106,0.3457446809,32.29303071
2.415957447,0.3457446809,31.043804189999996
2.563829787,0.3457446809,29.415904559999994
2.711702128,0.3457446809,27.23656631
2.859574468,0.3457446809,27.23656631
3.007446809,0.3457446809,25.19248828
3.155319149,0.3457446809,25.19248828
3.303191489,0.3457446809,23.034028559999996
3.45106383,0.3457446809,23.034028559999996
3.59893617,0.3457446809,20.739528729999996
3.746808511,0.3457446809,20.739528729999996
3.894680851,0.3457446809,18.279490080000002
4.042553191,0.3457446809,18.279490080000002
4.190425532,0.3457446809,18.279490080000002
4.338297872,0.3457446809,15.61191301
4.486170213,0.3457446809,15.61191301
4.634042553,0.3457446809,15.61191301
4.781914894,0.3457446809,13.15064948
4.929787234,0.3457446809,11.82978724
5.077659574,0.3457446809,11.82978724
5.225531915,0.3457446809,10.403776970000001
5.373404255,0.3457446809,8.90404065
5.521276596,0.3457446809,8.90404065
5.669148936,0.3457446809,8.440778559999998
5.817021277,0.3457446809,7.642316520000001
5.964893617,0.3457446809,9.63537702
6.112765957,0.3457446809,8.891159530000003
6.260638298,0.3457446809,8.155919560000001
6.408510638,0.3457446809,7.429339849999998
6.556382979,0.3457446809,16.79359986
6.704255319,0.3457446809,16.196869909999997
6.85212766,0.3457446809,15.606704729999997
7.0,0.3457446809,15.022892329999998
0.05,0.4936170213,65.38910976
0.1978723404,0.4936170213,63.45899159
0.3457446809,0.4936170213,59.45706362
0.4936170213,0.4936170213,55.24072889999999
0.6414893617,0.4936170213,53.04052734
0.7893617021,0.4936170213,50.77132347999999
0.9372340426,0.4936170213,48.42618741
1.085106383,0.4936170213,45.99694536
1.232978723,0.4936170213,43.473842680000004
1.380851064,0.4936170213,40.84507963
1.528723404,0.4936170213,40.84507963
1.676595745,0.4936170213,38.096155499999995
1.824468085,0.4936170213,35.20891478
1.972340426,0.4936170213,29.57446809
2.120212766,0.4936170213,29.57446809
2.268085106,0.4936170213,26.37813709
2.415957447,0.4936170213,25.12891057
2.563829787,0.4936170213,23.501010939999997
2.711702128,0.4936170213,21.321672690000003
2.859574468,0.4936170213,21.321672690000003
3.007446809,0.4936170213,19.277594660000002
3.155319149,0.4936170213,19.277594660000002
3.303191489,0.4936170213,17.11913494
3.45106383,0.4936170213,17.11913494
3.59893617,0.4936170213,14.82463511
3.746808511,0.4936170213,14.82463511
3.894680851,0.4936170213,12.364596460000001
4.042553191,0.4936170213,12.364596460000001
4.190425532,0.4936170213,12.364596460000001
4.338297872,0.4936170213,9.697019390000001
4.486170213,0.4936170213,9.697019390000001
4.634042553,0.4936170213,9.697019390000001
4.781914894,0.4936170213,7.235755860000001
4.929787234,0.4936170213,5.914893620000001
5.077659574,0.4936170213,5.914893620000001
5.225531915,0.4936170213,4.488883350000002
5.373404255,0.4936170213,2.9891470300000016
5.521276596,0.4936170213,10.980285000000002
5.669148936,0.4936170213,10.207023759999998
5.817021277,0.4936170213,9.443818290000003
5.964893617,0.4936170213,8.690286190000002
6.112765957,0.4936170213,17.68039461
6.260638298,0.4936170213,17.062572620000005
6.408510638,0.4936170213,16.45202784
6.556382979,0.4936170213,15.848509030000002
6.704255319,0.4936170213,15.251779079999999
6.85212766,0.4936170213,14.661613899999999
7.0,0.4936170213,14.0778015
0.05,0.6414893617,62.969629940000004
0.1978723404,0.6414893617,57.544097969999996
0.3457446809,0.6414893617,53.54217
0.4936170213,0.6414893617,49.32583527999999
0.6414893617,0.6414893617,47.125633719999996
0.7893617021,0.6414893617,44.85642985999999
0.9372340426,0.6414893617,42.511293789999996
1.085106383,0.6414893617,40.08205174
1.232978723,0.6414893617,37.55894906
1.380851064,0.6414893617,34.93018601
1.528723404,0.6414893617,34.93018601
1.676595745,0.6414893617,32.181261879999994
1.824468085,0.6414893617,29.294021159999996
1.972340426,0.6414893617,23.65957447
2.120212766,0.6414893617,23.65957447
2.268085106,0.6414893617,20.46324347
2.415957447,0.6414893617,19.214016949999998
2.563829787,0.6414893617,17.586117319999996
2.711702128,0.6414893617,15.406779070000002
2.859574468,0.6414893617,15.406779070000002
3.007446809,0.6414893617,13.362701040000001
3.155319149,0.6414893617,13.362701040000001
3.303191489,0.6414893617,11.204241319999998
3.45106383,0.6414893617,11.810362580000003
3.59893617,0.6414893617,10.634290060000005
3.746808511,0.6414893617,9.482271800000007
3.894680851,0.6414893617,8.352889620000006
4.042553191,0.6414893617,7.244859430000005
4.190425532,0.6414893617,6.4497028400000005
4.338297872,0.6414893617,5.088289340000003
4.486170213,0.6414893617,4.037710850000003
4.634042553,0.6414893617,3.7821257700000004
4.781914894,0.6414893617,1.9874876599999993
4.929787234,0.6414893617,0.9862603800000045
5.077659574,0.6414893617,0.0
5.225531915,0.6414893617,10.628455010000003
5.373404255,0.6414893617,9.833829080000001
5.521276596,0.6414893617,18.299864730000003
