method,n_users,trial,success,final_pE,final_pN,offloading_size,restricted_gap,final_grid_ne_gap,final_grid_ne_gap_source,esp_revenue,nsp_revenue,joint_revenue,runtime_sec,stage2_solver_calls,audit_stage2_solver_calls,total_stage2_solver_calls,error
GA,200,4,1,3.264387,4.339174,14,7.857651669337002,0.0,audit_grid,132.82359863498033,142.19710674858086,275.0207053835612,10142.682212000003,3016,240,3256,
BO-online,200,4,1,4.457010249416737,2.7775525739993596,14,14.789352504499675,4.064283594647449,audit_grid,155.32922664498065,110.7021029599744,266.03132960495503,2888.3513719169932,1071,240,1311,
MARL,200,4,1,4.802,5.401,4,56.83730692758019,65.8694195745299,audit_grid,45.16039042421844,41.513455537934604,86.67384596215305,154.9503623749988,60,240,300,
GA,200,5,1,3.264387,4.14808,18,4.130168191925122,1.675103034253823,audit_grid,163.1722186346476,165.52320000000003,328.69541863464764,8206.118416957994,2508,240,2748,
BO-online,200,5,1,5.18099137104079,2.811282806631526,14,27.112254878453513,5.575527334317343,audit_grid,165.79779546553374,112.05131226526105,277.8491077307948,3321.6629825420023,1071,240,1311,
MARL,200,5,1,4.802,5.401,6,69.86297729234074,68.94182404221283,audit_grid,72.06729134803385,69.932858841619,142.00015018965286,186.24184687499655,60,240,300,
GA,200,6,1,4.611611,3.022227,16,51.56215927031903,4.519544335757871,audit_grid,171.735775677058,120.48908,292.22485567705803,9911.819763915999,2787,240,3027,
BO-online,200,6,1,5.707323457765764,2.541213697696841,14,68.23079571124171,8.058322228890631,audit_grid,167.7135025409187,99.28293659311292,266.9964391340316,3649.6063568340032,1071,240,1311,
MARL,200,6,1,4.802,5.401,7,92.60463775039322,89.53398188844183,audit_grid,77.56416435105443,61.647301166102736,139.21146551715717,180.59354262499255,60,240,300,
GA,200,7,1,3.518046,3.344366,15,14.724524380964539,5.5530910924370005,audit_grid,147.96265605503842,133.37464,281.33729605503845,17240.198908459002,3295,240,3535,
BO-online,200,7,1,3.5258179643417122,3.1482922601950523,15,19.463800317838547,11.382595306483609,audit_grid,148.12693403405143,125.5316904078021,273.65862444185353,4596.6020772499905,1071,240,1311,
MARL,200,7,1,4.802,5.401,4,75.56555334560917,76.70251080182135,audit_grid,46.394413157040184,37.70444875991949,84.09886191695966,144.94954483299807,60,240,300,
GA,200,8,1,3.870107,4.106011,16,10.38788657184196,0.0,audit_grid,167.8843015812305,163.84044,331.7247415812305,8881.487873125006,2941,240,3181,
BO-online,200,8,1,5.329172837699217,3.273460358088184,14,19.79841249141475,1.6685252902485672,audit_grid,174.05861698826715,130.50801632895767,304.56663331722484,3085.523862999995,1071,240,1311,
MARL,200,8,1,4.802,5.401,7,75.89124139390174,75.58475543209593,audit_grid,82.08859298919549,75.2020086342289,157.29060162342438,171.8196983329981,60,240,300,
GA,200,9,1,2.943955,4.148185,19,2.307853442706829,1.5885663865546462,audit_grid,169.94608318811981,165.5274,335.4734831881198,10231.553779167007,3295,240,3535,
BO-online,200,9,1,5.640020819694034,2.41997132723954,15,20.581549296428335,0.2465250616789234,audit_grid,189.59679518012413,96.39885308958159,285.9956482697057,3156.4990785410046,1071,240,1311,
MARL,200,9,1,4.802,5.401,7,64.15692716070235,63.8644807947487,audit_grid,84.41325925875343,59.596301948290915,144.00956120704433,173.44115754199447,60,240,300,
GA,200,10,1,2.495884,5.28152,19,0.406356949418182,0.2518698274665496,audit_grid,157.9799796607029,192.54872511642344,350.52870477712634,11509.44526275,3117,240,3357,
BO-online,200,10,1,5.18099137104079,2.811282806631526,15,24.082055776443696,2.5936658325523183,audit_grid,179.95281322098626,112.05131226526105,292.0041254862473,4988.205178916978,1071,240,1311,
MARL,200,10,1,4.802,5.401,6,78.88608591716375,87.11481254626965,audit_grid,68.62407159739668,62.2567214171833,130.88079301457998,191.99700820900034,60,240,300,
GA,250,1,1,3.264387,4.201326,16,16.978209057710814,0.0,audit_grid,145.41251561796318,141.85245774417535,287.26497336213856,14777.076738957985,2717,240,2957,
BO-online,250,1,1,4.499087893068767,2.6718370122166575,16,20.311552698310095,6.279460687804303,audit_grid,170.8556248504829,106.47348048866633,277.32910533914924,6244.3761497499945,1071,240,1311,
MARL,250,1,1,4.802,5.401,5,69.14523054575162,72.84677851270558,audit_grid,58.027171067126346,39.04477067718171,97.07194174430805,299.07178720799857,60,240,300,
GA,250,2,1,4.305641,5.600528,22,14.16852776150273,0.0,audit_grid,238.25952121094406,212.51679606239554,450.7763172733396,20010.428367999993,2636,240,2876,
BO-online,250,2,1,3.9126498567395624,4.992931572625472,23,29.201967158894348,20.67434625955832,audit_grid,237.4870499563617,199.31726290501885,436.80431286138054,8460.681843416998,1071,240,1311,
MARL,250,2,1,4.802,5.401,19,39.88960586357649,22.98578076662406,audit_grid,218.96821130779844,181.71312198596522,400.68133329376366,446.0708007500216,60,240,300,
GA,250,3,1,2.482911,5.414531,19,12.63402450456806,0.7193507610138568,audit_grid,153.68014955856995,200.746874898649,354.427024457219,15027.466782208998,2743,240,2983,
BO-online,250,3,1,5.18099137104079,2.811282806631526,14,47.15748490442698,6.741965045663335,audit_grid,165.25037129326137,112.05131226526105,277.3016835585224,10222.27519658301,1071,240,1311,
MARL,250,3,1,4.802,5.401,5,106.69280052651234,96.85415816107951,audit_grid,57.5453421585043,52.97231654398417,110.51765870248846,288.0087912919698,60,240,300,
GA,250,4,1,3.08995,5.136657,20,1.5937875636275862,1.201868558510597,audit_grid,181.06962814854012,190.4314056831074,371.50103383164753,26801.756287833035,3753,240,3993,
BO-online,250,4,1,4.943055417488952,3.454547455480563,17,18.505404133486564,7.851575208054214,audit_grid,194.704969054148,135.95752880367488,330.66249785782287,6663.011111792002,1071,240,1311,
MARL,250,4,1,4.802,5.401,9,74.01321954445768,73.50902423591901,audit_grid,102.76531049868245,78.66015899161641,181.42546949029887,372.97587466600817,60,240,300,
GA,250,5,1,3.39506,4.604913,18,15.17319414769608,1.7107987480694078,audit_grid,174.95464586412803,182.53441129343892,357.48905715756695,20222.986783250002,3473,240,3713,
BO-online,250,5,1,5.592191863271974,2.6597791890727294,14,43.41897028646861,8.775218991712663,audit_grid,179.0431718348808,105.99116756290918,285.03433939779,8354.14623529202,1071,240,1311,
MARL,250,5,1,4.802,5.401,8,79.10533606131473,77.73859598552927,audit_grid,95.7073621223986,84.05914415302905,179.76650627542767,316.3838073750376,60,240,300,
GA,250,6,1,2.812959,5.252052,20,7.979313494222168,2.6750114932771965,audit_grid,174.96864391994728,209.68208,384.65072391994727,22817.017275207967,2965,240,3205,
BO-online,250,6,1,5.329172837699217,3.273460358088184,16,35.84196556642877,8.220772284573144,audit_grid,189.95479278045036,129.80521886945314,319.7600116499035,6687.299493041995,1071,240,1311,
MARL,250,6,1,4.802,5.401,10,62.61199975599462,59.92737960539219,audit_grid,112.36440904979304,96.5130860032813,208.87749505307434,371.4801588340197,60,240,300,
GA,250,7,1,4.12618,4.024545,15,30.594946448019897,2.1384963679628584,audit_grid,162.39245346548338,152.60948415328886,315.0019376187722,20068.563579625043,3195,240,3435,
BO-online,250,7,1,5.329172837699217,3.273460358088184,14,25.033665385587028,2.696077952311299,audit_grid,172.2864090354494,130.28194131340638,302.5683503488558,5377.289917333983,1071,240,1311,
MARL,250,7,1,4.802,5.401,6,91.02011959042807,80.26641316198639,audit_grid,72.08413956136128,68.96573056149134,141.0498701228526,320.9179452499957,60,240,300,
GA,250,8,1,4.367591,3.660209,17,40.81085729667498,0.973152605042003,audit_grid,179.78346860410383,146.00835999999998,325.7918286041038,21157.90113558399,3169,240,3409,
BO-online,250,8,1,4.943055417488952,3.454547455480563,16,40.95373432910475,0.6114099960173291,audit_grid,181.68370556621176,135.3054607981765,316.98916636438827,6115.0071506660315,1071,240,1311,
MARL,250,8,1,4.802,5.401,10,69.44241538191164,66.5209650582817,audit_grid,113.14272630571263,92.7831343164917,205.9258606222043,340.9273839579546,60,240,300,
GA,250,9,1,3.406993,4.867955,17,0.8014444185630509,0.5834055221733934,audit_grid,153.09145147525524,169.46573210757933,322.55718358283457,14437.384799625026,2609,240,2849,
BO-online,250,9,1,5.18099137104079,2.811282806631526,15,19.819334292434974,9.543385043439741,audit_grid,168.60449184560645,112.05131226526105,280.6558041108675,5787.110136832984,1071,240,1311,
MARL,250,9,1,4.802,5.401,6,78.35857140626541,77.95766160765254,audit_grid,66.36670564823942,62.32193394137862,128.68863958961805,329.143702625006,60,240,300,
GA,250,10,1,3.191609,3.576624,17,23.71834134579811,4.1686930567769025,audit_grid,150.28590244789476,142.66496,292.9508624478948,15219.04394820903,2965,240,3205,
BO-online,250,10,1,4.198319304922017,3.1645066008100557,15,25.86540011814367,2.4891492069468484,audit_grid,151.9654462977248,121.01885899409353,272.9843052918184,6258.8869767499855,1071,240,1311,
MARL,250,10,1,4.802,5.401,5,69.43213027964677,74.47991537810363,audit_grid,58.25100772167231,52.83944761716218,111.09045533883449,274.3966019580257,60,240,300,
