pE,pN,value_mean,value_std
1.644067797,0.6372881356,0.508,0.03969886648
1.727966102,0.6372881356,0.5,0.03794733192
1.811864407,0.6372881356,0.487,0.04473253849
1.895762712,0.6372881356,0.474,0.04223742416
1.979661017,0.6372881356,0.467,0.0405092582
2.063559322,0.6372881356,0.455,0.04201190308
2.147457627,0.6372881356,0.445,0.04055859958
2.231355932,0.6372881356,0.438,0.0423792402
2.315254237,0.6372881356,0.424,0.05023942675
2.399152542,0.6372881356,0.413,0.04775981575
2.483050847,0.6372881356,0.399,0.047
2.566949153,0.6372881356,0.39,0.04289522118
2.650847458,0.6372881356,0.381,0.03986226286
2.734745763,0.6372881356,0.372,0.03919183588
2.818644068,0.6372881356,0.362,0.03994996871
2.902542373,0.6372881356,0.357,0.0397617907
2.986440678,0.6372881356,0.352,0.03867815921
3.070338983,0.6372881356,0.346,0.03382306905
3.154237288,0.6372881356,0.34,0.03492849839
3.238135593,0.6372881356,0.331,0.02844292531
3.322033898,0.6372881356,0.321,0.0242693222
3.405932203,0.6372881356,0.315,0.02376972865
3.489830508,0.6372881356,0.304,0.02374868417
3.573728814,0.6372881356,0.299,0.0262488095
3.657627119,0.6372881356,0.295,0.02655183609
3.741525424,0.6372881356,0.288,0.02561249695
3.825423729,0.6372881356,0.283,0.0283019434
3.909322034,0.6372881356,0.274,0.02905167809
3.993220339,0.6372881356,0.27,0.03130495168
4.077118644,0.6372881356,0.265,0.03442382896
4.161016949,0.6372881356,0.257,0.03226453161
4.244915254,0.6372881356,0.255,0.03324154028
4.328813559,0.6372881356,0.25,0.03633180425
4.412711864,0.6372881356,0.245,0.03930648801
4.496610169,0.6372881356,0.241,0.03726929031
4.580508475,0.6372881356,0.231,0.04369210455
4.66440678,0.6372881356,0.226,0.04054626987
4.748305085,0.6372881356,0.218,0.0423792402
4.83220339,0.6372881356,0.214,0.04340506883
4.916101695,0.6372881356,0.209,0.04482186966
5,0.6372881356,0.205,0.04801041554
0.05,0.7211864407,0.819,0.03144837039
0.1338983051,0.7211864407,0.795,0.03354101966
0.2177966102,0.7211864407,0.766,0.03168595904
0.3016949153,0.7211864407,0.747,0.0306757233
0.3855932203,0.7211864407,0.728,0.03340658618
0.4694915254,0.7211864407,0.706,0.03929376541
0.5533898305,0.7211864407,0.686,0.04340506883
0.6372881356,0.7211864407,0.668,0.045563143
0.7211864407,0.7211864407,0.651,0.04548626166
0.8050847458,0.7211864407,0.635,0.04318564576
0.8889830508,0.7211864407,0.614,0.04317406629
0.9728813559,0.7211864407,0.601,0.04205948169
1.056779661,0.7211864407,0.582,0.04284857057
1.140677966,0.7211864407,0.565,0.04080441153
1.224576271,0.7211864407,0.548,0.036
1.308474576,0.7211864407,0.533,0.03796050579
1.392372881,0.7211864407,0.519,0.03753664876
1.476271186,0.7211864407,0.502,0.03841874542
1.560169492,0.7211864407,0.494,0.04029888336
1.644067797,0.7211864407,0.486,0.04152107898
1.727966102,0.7211864407,0.473,0.043829214
1.811864407,0.7211864407,0.462,0.03969886648
1.895762712,0.7211864407,0.45,0.03924283374
1.979661017,0.7211864407,0.443,0.0405092582
2.063559322,0.7211864407,0.435,0.04080441153
2.147457627,0.7211864407,0.42,0.04732863826
2.231355932,0.7211864407,0.407,0.04428317965
2.315254237,0.7211864407,0.394,0.04270831301
2.399152542,0.7211864407,0.386,0.04103656906
2.483050847,0.7211864407,0.378,0.04214261501
2.566949153,0.7211864407,0.366,0.04340506883
2.650847458,0.7211864407,0.361,0.03858756276
2.734745763,0.7211864407,0.356,0.03979949748
2.818644068,0.7211864407,0.349,0.03330165161
2.902542373,0.7211864407,0.345,0.03201562119
2.986440678,0.7211864407,0.333,0.031
3.070338983,0.7211864407,0.323,0.0260959767
3.154237288,0.7211864407,0.315,0.02334523506
3.238135593,0.7211864407,0.31,0.02645751311
3.322033898,0.7211864407,0.303,0.02685144316
3.405932203,0.7211864407,0.296,0.02576819745
3.489830508,0.7211864407,0.287,0.02968164416
3.573728814,0.7211864407,0.281,0.02844292531
3.657627119,0.7211864407,0.278,0.02891366459
3.741525424,0.7211864407,0.266,0.03168595904
3.825423729,0.7211864407,0.263,0.03318132005
3.909322034,0.7211864407,0.26,0.0354964787
3.993220339,0.7211864407,0.256,0.03382306905
4.077118644,0.7211864407,0.248,0.03249615362
4.161016949,0.7211864407,0.24,0.04289522118
4.244915254,0.7211864407,0.235,0.04341658669
4.328813559,0.7211864407,0.228,0.04190465368
4.412711864,0.7211864407,0.221,0.04134005322
4.496610169,0.7211864407,0.218,0.0423792402
4.580508475,0.7211864407,0.213,0.04428317965
4.66440678,0.7211864407,0.208,0.04489988864
4.748305085,0.7211864407,0.204,0.04862098312
4.83220339,0.7211864407,0.201,0.04763402146
4.916101695,0.7211864407,0.199,0.04763402146
5,0.7211864407,0.197,0.04733920151
