figure_id,block,method,n_users,trial,ratio,cE,cN,social_cost,esp_revenue,nsp_revenue,joint_revenue,comp_utilization,band_utilization,final_pE,final_pN,offloading_size,restricted_gap,runtime_sec,stage2_calls
E2-cost-ratio,E,SingleSP,100,6,0.01,0.01,1.0,1805.6455618516868,362.92673186563195,0.0,362.92673186563195,1.786054102295579,0.5525844331638613,0.01,1.0,19,206.27475268534428,0.028937040973687544,0
E2-cost-ratio,E,Coop,100,6,0.01,0.01,1.0,2044.6977039576755,92.47452533478184,139.76666666666665,232.2411920014485,0.9262890684619215,0.9777881231418561,1.0083333333333333,4.494166666666667,19,8.855565216788037,295.2290645840112,625
E2-cost-ratio,E,Rand,100,6,0.01,0.01,1.0,2170.2849683780328,0.21084287725753806,0.08906382316275077,0.29990670042028883,0.9837278968792523,0.3182966301957973,0.024536412872086546,1.0145364128720866,6,165.00675596252518,0.27273733299807645,0
E2-cost-ratio,E,Full model,100,7,0.01,0.01,1.0,2210.1326219853413,100.28412445061879,72.18156756906225,172.46569201968106,0.37023750804187094,0.8895344753876808,2.7186430270397515,3.028633222383083,12,0.0,0.48216654200223275,43
E2-cost-ratio,E,ME,100,7,0.01,0.01,1.0,1988.338872242352,49.0,0.0,49.0,0.6746764049695606,0.9802589942746212,0.5,1.0,18,157.63864168166737,1.3471777499944437,0
E2-cost-ratio,E,SingleSP,100,7,0.01,0.01,1.0,1939.3141427863657,287.47850061678446,0.0,287.47850061678446,2.4457956160211882,0.9999992908869096,0.01,1.0,17,183.55038807219202,0.025560958980349824,0
E2-cost-ratio,E,Coop,100,7,0.01,0.01,1.0,2153.684250485203,72.71679516257016,135.006494154915,207.72328931748518,0.9711758953264799,0.9659420044472812,0.75875,4.494166666666667,17,7.618740841542106,478.561090290983,625
E2-cost-ratio,E,Rand,100,7,0.01,0.01,1.0,2267.79264340315,13.105016205720242,6.778429018616276,19.88344522433652,0.02284266960262492,0.027952167030951817,5.42894711008112,6.41894711008112,1,41.72054997236839,0.15977487500640564,0
E2-cost-ratio,E,Full model,100,8,0.01,0.01,1.0,2201.0367631704216,116.33562496627539,48.424667153900174,164.76029212017556,0.3642359067507468,0.9987291598793222,3.2039636595434824,2.212157136769477,13,0.0,2.501704084017547,61
E2-cost-ratio,E,ME,100,8,0.01,0.01,1.0,1982.8805736030426,49.00000000000001,0.0,49.00000000000001,0.8758605415557597,0.8891129463423857,0.5,1.0,18,145.50679725388954,3.7588571250089444,0
E2-cost-ratio,E,SingleSP,100,8,0.01,0.01,1.0,1933.8805736030426,325.4354729284692,0.0,325.4354729284692,0.596626985614237,0.9996371636365835,0.01,1.0,18,175.0943863539973,0.08673845799057744,0
E2-cost-ratio,E,Coop,100,8,0.01,0.01,1.0,2176.8404013874056,78.67978830480318,121.83321411383922,200.5130024186424,0.7881114020514509,0.813577389741831,1.0083333333333333,4.74375,16,2.332299878229861,568.9930017919978,625
E2-cost-ratio,E,Rand,100,8,0.01,0.01,1.0,2298.9897467996143,14.415921773018965,4.036821443865958,18.452743216884922,0.5548581652608854,0.9972771661458584,1.7924070363079643,2.7824070363079643,3,94.82082997476695,0.3061707080050837,0
E2-cost-ratio,E,Full model,100,9,0.01,0.01,1.0,2111.2421857886247,91.46950435203074,54.81021018106925,146.2797145331,0.3596682476788736,0.7184288348798359,2.5531631772426686,2.9072943456618354,11,0.0,1.972060917003546,67
E2-cost-ratio,E,ME,100,9,0.01,0.01,1.0,1909.6220717698307,48.99999999999999,0.0,48.99999999999999,0.8655942622773368,0.8110365219189706,0.5,1.0,16,122.59183970163285,2.3053084169805516,0
E2-cost-ratio,E,SingleSP,100,9,0.01,0.01,1.0,1860.386540326733,328.50017240537227,0.0,328.50017240537227,0.7498885694799909,0.9504223604504174,0.01,1.0,16,148.81675751610632,0.04790187501930632,0
E2-cost-ratio,E,Coop,100,9,0.01,0.01,1.0,2034.5374504431866,65.71162973194461,98.84874567034339,164.560375402288,0.877617759358192,0.9901376861804014,0.75875,3.4958333333333336,15,22.968883051957278,443.31962045899127,625
E2-cost-ratio,E,Rand,100,9,0.01,0.01,1.0,2229.8867127321055,1.255973948440314,0.5308043518746924,1.7867783003150066,0.7088296642050891,0.8867707884715846,0.8634891760168052,1.8534891760168053,1,119.7937508481249,0.1596983750059735,0
