trial,trial_seed,n_users,ratio,F,B,cE,cN,final_pE,final_pN,price_margin_E,price_margin_N,comp_utilization,band_utilization,offloading_ratio,offloading_size,social_cost,esp_revenue,nsp_revenue,joint_revenue,restricted_gap,outer_iterations,stage2_oracle_calls,runtime_sec,stage1_method,stopping_reason
5,502381,50,0.1,20.0,200.0,0.01,0.01,7.204313880450174,0.5,7.194313880450174,0.49,0.8414861891194715,0.4263253949867666,0.18,9,1198.5708038074279,121.07831541178668,41.779888708703126,162.8582041204898,0.0,2,31,0.46268200036138296,vbbr_brd,verified_gain_tolerance
5,502381,50,0.2,28.284271247461902,141.4213562373095,0.01,0.01,4.638393407158393,0.5,4.628393407158393,0.49,0.9900037974658975,0.7887156874968337,0.24,12,1149.1064534070474,129.60212435140218,54.65520868360766,184.25733303500985,0.0,2,31,1.0223465003073215,vbbr_brd,verified_gain_tolerance
5,502381,50,0.3,34.64101615137755,115.47005383792515,0.01,0.01,3.840592848266602,0.6242164923406026,3.830592848266602,0.6142164923406026,1.0,0.9838152212638527,0.28,14,1137.989750669862,132.69562872615472,69.7757284804069,202.4713572065616,0.0,5,49,1.8202033005654812,vbbr_brd,verified_gain_tolerance
5,502381,50,0.4,40.0,100.0,0.01,0.01,3.8392048996335957,0.673181030907555,3.829204899633596,0.663181030907555,0.8211620846650393,0.9999999999999999,0.26,13,1143.4616359196266,125.77591511970824,66.3181030907555,192.09401821046373,0.0,5,49,1.758810200728476,vbbr_brd,verified_gain_tolerance
5,502381,50,0.5,44.721359549995796,89.44271909999159,0.01,0.01,3.7693048805069393,0.7165770019064484,3.7593048805069396,0.7065770019064483,0.6945763842059276,0.9999999999999999,0.24,12,1145.6106533733782,116.7730327210257,63.19816830403267,179.97120102505838,0.0,4,43,1.2519467007368803,vbbr_brd,verified_gain_tolerance
5,502381,50,1.0,63.245553203367585,63.245553203367585,0.01,0.01,2.633889392570952,1.2941732988823755,2.6238893925709523,1.2841732988823755,0.5849966905092616,0.9999999999999999,0.24,12,1151.4495945589426,97.07981245610375,81.21825069680932,178.29806315291307,0.0,3,37,1.076555399224162,vbbr_brd,verified_gain_tolerance
5,502381,50,1.5,77.45966692414834,51.63977794943222,0.01,0.01,2.3973271350442245,1.459093550073124,2.3873271350442247,1.449093550073124,0.45234771913035393,0.9999999999999999,0.22,11,1153.8428501451485,83.6488480188851,74.83086915373055,158.47971717261566,0.0,6,55,1.261412700638175,vbbr_brd,verified_gain_tolerance
5,502381,50,2.0,89.44271909999159,44.721359549995796,0.01,0.01,3.0178869567340025,1.4302635347954968,3.0078869567340027,1.4202635347954968,0.2944195970940181,1.0000000000000002,0.18,9,1171.494812367574,79.20876062955566,63.51611619533739,142.72487682489304,0.0,3,37,0.7133341999724507,vbbr_brd,verified_gain_tolerance
5,502381,50,2.5,100.0,40.0,0.01,0.01,2.46288313507871,1.6787850073349242,2.4528831350787104,1.6687850073349242,0.29150183241823013,1.0,0.18,9,1167.2953262790736,71.50199285832171,66.75140029339697,138.25339315171868,0.0,5,49,0.8357187006622553,vbbr_brd,verified_gain_tolerance
5,502381,50,3.0,109.54451150103323,36.51483716701107,0.01,0.01,2.9557235805708766,1.5439308295278176,2.945723580570877,1.5339308295278176,0.21886898558014403,1.0,0.16,8,1175.4023880433867,70.62636253095818,56.01123446566648,126.63759699662467,0.0,3,37,0.8156917998567224,vbbr_brd,verified_gain_tolerance
5,502381,50,4.0,126.49110640673517,31.622776601683793,0.01,0.01,1.9306535052776999,2.3531272434841504,1.9206535052776998,2.3431272434841506,0.2345279438271917,0.972144870417114,0.16,8,1175.6185265249674,56.97752895908358,72.03223041351852,129.0097593726021,0.0,9,85,1.1532712997868657,vbbr_brd,verified_gain_tolerance
6,502382,50,0.1,20.0,200.0,0.01,0.01,5.982887403181967,0.5,5.972887403181967,0.49,1.0,0.4811706670011104,0.2,10,1147.7113596183162,119.45774806363934,47.15472536610882,166.61247342974815,0.0,2,31,0.6368396999314427,vbbr_brd,verified_gain_tolerance
6,502382,50,0.2,28.284271247461902,141.4213562373095,0.01,0.01,4.940317089671811,0.614149288000625,4.930317089671811,0.604149288000625,0.8893379591386262,0.6690705648911781,0.22,11,1133.715635437568,124.01855717116231,57.16512925005327,181.18368642121558,11.255633669314676,11,79,3.28487219940871,vbbr_brd,cycle_safeguard
6,502382,50,0.3,34.64101615137755,115.47005383792515,0.01,0.01,4.590933413624744,0.7284535262902003,4.580933413624744,0.7184535262902003,0.8216301844510474,0.8114311398203488,0.24,12,1135.1203396477795,130.38300548044833,67.31621973189989,197.6992252123482,0.0,3,37,1.1109702996909618,vbbr_brd,verified_gain_tolerance
6,502382,50,0.4,40.0,100.0,0.01,0.01,4.374121635679228,0.8066982581237854,4.364121635679228,0.7966982581237854,0.7254234309634826,0.8617066208165772,0.24,12,1136.0043797053916,126.63344360385568,68.65201638183004,195.28545998568572,0.0,3,37,1.2725823000073433,vbbr_brd,verified_gain_tolerance
6,502382,50,0.5,44.721359549995796,89.44271909999159,0.01,0.01,4.903138008573178,0.6256594323445761,4.893138008573178,0.6156594323445761,0.5645951962154206,1.0,0.22,11,1133.9922651862375,123.54911576295162,55.0662536684562,178.61536943140783,0.0,3,37,0.9981403006240726,vbbr_brd,verified_gain_tolerance
6,502382,50,1.0,63.245553203367585,63.245553203367585,0.01,0.01,2.900918489390666,1.3518281100889253,2.8909184893906663,1.3418281100889253,0.5284091815234412,0.901887200236882,0.22,11,1127.6389984040652,96.61314008388287,76.53835162234364,173.15149170622652,0.0,5,55,1.6441631000488997,vbbr_brd,verified_gain_tolerance
6,502382,50,1.5,77.45966692414834,51.63977794943222,0.01,0.01,2.8852766756611907,1.5396898838639013,2.875276675661191,1.5296898838639013,0.4004568645591109,0.9397374590715235,0.2,10,1137.290609151658,89.1889413934154,74.23253632305659,163.421477716472,0.0,4,43,1.0440574996173382,vbbr_brd,verified_gain_tolerance
6,502382,50,2.0,89.44271909999159,44.721359549995796,0.01,0.01,4.026434016561808,2.4701229517833085,4.016434016561808,2.4601229517833088,0.17810748565671075,0.4691503278145645,0.12,6,1190.9077248388228,63.98347198690875,51.6159392696004,115.59941125650914,0.0,3,37,0.5008627995848656,vbbr_brd,verified_gain_tolerance
6,502382,50,2.5,100.0,40.0,0.01,0.01,3.6050239448073103,2.689025884624899,3.5950239448073105,2.6790258846248993,0.16835785451658672,0.5027230807352085,0.12,6,1188.5043226771206,60.5250518283515,53.87232584351987,114.39737767187137,0.0,3,37,0.5127237997949123,vbbr_brd,verified_gain_tolerance
6,502382,50,3.0,109.54451150103323,36.51483716701107,0.01,0.01,4.008239147762635,2.5582281214776716,3.998239147762635,2.548228121477672,0.1457538461563856,0.5646083606786647,0.12,6,1192.4498869262925,63.838020799492476,52.53575492147633,116.37377572096881,0.0,5,55,0.5430593993514776,vbbr_brd,verified_gain_tolerance
6,502382,50,4.0,126.49110640673517,31.622776601683793,0.01,0.01,4.080981909541419,2.44329897924032,4.070981909541419,2.43329897924032,0.12509649261152558,0.6671108447129465,0.12,6,1191.2094411438836,64.4175639328883,51.33262514948568,115.75018908237398,0.0,3,37,0.37330189999192953,vbbr_brd,verified_gain_tolerance
7,502383,50,0.1,20.0,200.0,0.01,0.01,5.048034162625209,2.5972898968203775,5.038034162625209,2.5872898968203777,0.7695330475415685,0.10549670038137408,0.14,7,1218.7309385241501,77.53867565567022,54.59010940892314,132.12878506459336,10.92533821501739,13,91,1.2167528998106718,vbbr_brd,cycle_safeguard
