figure_id,block,method,Q,trial,candidate_family_size,restricted_gap,grid_ne_gap,runtime_sec,stage2_calls,final_pE,final_pN
F1,F,Proposed,3,13,4.0,0.0,nan,0.0007968751015141606,5,0.5,0.5
F1,F,Proposed,3,14,4.0,0.0,nan,0.0008442080579698086,5,0.5,0.5
F1,F,Proposed,3,15,4.0,0.0,nan,0.000517625012435019,1,0.5,0.5
F1,F,Proposed,3,16,9.6,0.0,nan,0.06960166699718684,39,0.21962923002822385,0.12720766509682738
F1,F,Proposed,3,17,4.0,0.0,nan,0.0005134170642122626,1,0.5,0.5
F1,F,Proposed,3,18,5.333333333333333,0.0,nan,0.024554083007387817,18,0.5,0.18747070347622266
F1,F,Proposed,3,19,5.333333333333333,0.0,nan,0.011065041995607316,15,0.5,0.13952323908236586
F1,F,Proposed,3,20,4.0,0.0,nan,0.0004949590656906366,1,0.5,0.5
F1,F,Proposed,4,1,5.0,0.0,nan,0.0005603330209851265,1,0.5,0.5
F1,F,Proposed,4,2,5.0,0.0,nan,0.0009040000149980187,5,0.5,0.5
F1,F,Proposed,4,3,5.0,0.0,nan,0.0005490420153364539,1,0.5,0.5
F1,F,Proposed,4,4,5.0,0.0,nan,0.0016355830011889338,5,0.5,0.5
F1,F,Proposed,4,5,5.0,0.0,nan,0.0005492919590324163,1,0.5,0.5
F1,F,Proposed,4,6,5.0,0.0,nan,0.0017281250329688191,5,0.5,0.5
F1,F,Proposed,4,7,5.0,0.0,nan,0.000900540966540575,5,0.5,0.5
F1,F,Proposed,4,8,7.5,0.0,nan,0.015983833000063896,19,0.11099060063237721,0.5
F1,F,Proposed,4,9,5.0,0.0,nan,0.0007363749900832772,3,0.5,0.5
F1,F,Proposed,4,10,5.0,0.0,nan,0.0007343749748542905,3,0.5,0.5
F1,F,Proposed,4,11,5.0,0.0,nan,0.0007330001099035144,3,0.5,0.5
F1,F,Proposed,4,12,5.0,0.0,nan,0.0005843749968335032,1,0.5,0.5
F1,F,Proposed,4,13,5.0,0.0,nan,0.00087312504183501,5,0.5,0.5
F1,F,Proposed,4,14,5.0,0.0,nan,0.0008732919814065099,5,0.5,0.5
F1,F,Proposed,4,15,5.0,0.0,nan,0.0005488749593496323,1,0.5,0.5
F1,F,Proposed,4,16,11.25,0.0,nan,0.05040454200934619,33,0.20407477276821112,0.1332057355928107
F1,F,Proposed,4,17,5.0,0.0,nan,0.0007098750211298466,1,0.5,0.5
F1,F,Proposed,4,18,6.666666666666667,0.0,nan,0.026918957941234112,18,0.5,0.18747070347622266
F1,F,Proposed,4,19,6.666666666666667,0.0,nan,0.012910708086565137,15,0.5,0.13952323908236586
F1,F,Proposed,4,20,5.0,0.0,nan,0.0005542091093957424,1,0.5,0.5
F1,F,Proposed,5,1,6.0,0.0,nan,0.0006564999930560589,1,0.5,0.5
F1,F,Proposed,5,2,6.0,0.0,nan,0.0009682499803602695,5,0.5,0.5
F1,F,Proposed,5,3,6.0,0.0,nan,0.0006271670572459698,1,0.5,0.5
F1,F,Proposed,5,4,6.0,0.0,nan,0.0016881250776350498,5,0.5,0.5
F1,F,Proposed,5,5,6.0,0.0,nan,0.0006378750549629331,1,0.5,0.5
F1,F,Proposed,5,6,6.0,0.0,nan,0.001749125076457858,5,0.5,0.5
F1,F,Proposed,5,7,6.0,0.0,nan,0.0009545409120619297,5,0.5,0.5
F1,F,Proposed,5,8,9.0,0.0,nan,0.01750712504144758,19,0.11099060063237721,0.5
F1,F,Proposed,5,9,6.0,0.0,nan,0.0007998750079423189,3,0.5,0.5
F1,F,Proposed,5,10,6.0,0.0,nan,0.0007859170436859131,3,0.5,0.5
F1,F,Proposed,5,11,6.0,0.0,nan,0.0008069999748840928,3,0.5,0.5
F1,F,Proposed,5,12,6.0,0.0,nan,0.0006264999974519014,1,0.5,0.5
F1,F,Proposed,5,13,6.0,0.0,nan,0.0009768749587237835,5,0.5,0.5
F1,F,Proposed,5,14,6.0,0.0,nan,0.0009814159711822867,5,0.5,0.5
F1,F,Proposed,5,15,6.0,0.0,nan,0.0006242080125957727,1,0.5,0.5
F1,F,Proposed,5,16,13.5,0.0,nan,0.052311375038698316,33,0.20407477276821112,0.1332057355928107
F1,F,Proposed,5,17,6.0,0.0,nan,0.000633500050753355,1,0.5,0.5
F1,F,Proposed,5,18,8.0,0.0,nan,0.02830679202452302,18,0.5,0.18747070347622266
F1,F,Proposed,5,19,8.0,0.0,nan,0.011744834017008543,15,0.5,0.13952323908236586
F1,F,Proposed,5,20,6.0,0.0,nan,0.0006364999571815133,1,0.5,0.5
F1,F,Proposed,6,1,7.0,0.0,nan,0.0007384580094367266,1,0.5,0.5
F1,F,Proposed,6,2,7.0,0.0,nan,0.0011652499670162797,5,0.5,0.5
F1,F,Proposed,6,3,7.0,0.0,nan,0.0007297919364646077,1,0.5,0.5
F1,F,Proposed,6,4,7.0,0.0,nan,0.001822749967686832,5,0.5,0.5
F1,F,Proposed,6,5,7.0,0.0,nan,0.0007643330609425902,1,0.5,0.5
F1,F,Proposed,6,6,7.0,0.0,nan,0.0018153749406337738,5,0.5,0.5
F1,F,Proposed,6,7,7.0,0.0,nan,0.001050792052410543,5,0.5,0.5
F1,F,Proposed,6,8,10.5,0.0,nan,0.017115207971073687,19,0.11099060063237721,0.5
F1,F,Proposed,6,9,7.0,0.0,nan,0.0009867079788818955,3,0.5,0.5
F1,F,Proposed,6,10,7.0,0.0,nan,0.0008997089462354779,3,0.5,0.5
F1,F,Proposed,6,11,7.0,0.0,nan,0.0009240000508725643,3,0.5,0.5
F1,F,Proposed,6,12,7.0,0.0,nan,0.0007405829383060336,1,0.5,0.5
F1,F,Proposed,6,13,7.0,0.0,nan,0.001128584030084312,5,0.5,0.5
F1,F,Proposed,6,14,7.0,0.0,nan,0.001258667092770338,5,0.5,0.5
F1,F,Proposed,6,15,7.0,0.0,nan,0.000840499997138977,1,0.5,0.5
F1,F,Proposed,6,16,15.75,0.0,nan,0.052378457970917225,33,0.20407477276821112,0.1332057355928107
F1,F,Proposed,6,17,7.0,0.0,nan,0.0007426249794661999,1,0.5,0.5
F1,F,Proposed,6,18,9.333333333333334,0.0,nan,0.027733084047213197,18,0.5,0.18747070347622266
F1,F,Proposed,6,19,9.333333333333334,0.0,nan,0.012571416911669075,15,0.5,0.13952323908236586
F1,F,Proposed,6,20,7.0,0.0,nan,0.000738375005312264,1,0.5,0.5
